#V,vertexid,longitude,latitude,x*,y*
V,54280,-76.9333030894,38.8748841123,,
V,54284,-76.9324974633,38.87486975,,
V,54292,-77.0663848279,38.9266106427,,
V,54296,-76.9874524546,38.8853619638,,
V,54297,-76.9869125416,38.8853614164,,
V,54301,-76.9271014678,38.8997494871,,
V,54302,-76.9716152235,38.8503240568,,
V,54324,-77.0208465887,38.927971396,,
V,54326,-77.0212329694,38.9279597564,,
V,54335,-77.0059355102,38.918130163,,
V,54338,-76.9391966756,38.8955632599,,
V,54339,-77.0683545514,38.9689564574,,
V,54387,-77.0661262304,38.9117531567,,
V,54388,-76.9864823482,38.934754561,,
V,54393,-76.9845925124,38.9348487342,,
V,54394,-77.0200699433,38.9420354754,,
V,54398,-77.0209076533,38.9420106177,,
V,54399,-76.9466686003,38.8637086407,,
V,54400,-77.0289085321,38.9096475492,,
V,54409,-77.0289715435,38.9098812895,,
V,54410,-76.9902458785,38.895160275,,
V,54412,-76.9902476323,38.8954432803,,
V,54413,-76.9366531799,38.9097280909,,
V,54424,-77.0973028941,38.9510476938,,
V,54430,-76.9887297548,38.85931335,,
V,54432,-77.0093233458,38.9468030028,,
V,54445,-77.0005697049,38.9148315509,,
V,54453,-76.9658041155,38.9370511509,,
V,54454,-77.0221406341,38.9414352226,,
V,54465,-77.0221261636,38.9412681496,,
V,54466,-77.038894573,38.9408232879,,
V,54469,-77.0390381356,38.9413626757,,
V,54470,-76.9949639538,38.8876018794,,
V,54481,-77.0711164734,38.9136198172,,
V,54486,-77.0722517271,38.9135949632,,
V,54487,-77.0239746989,38.8948040664,,
V,54507,-76.9868011146,38.941761791,,
V,54508,-76.956825402,38.8631758843,,
V,54511,-76.957199404,38.8629886531,,
V,54533,-77.0233665524,38.9534562533,,
V,54562,-77.0259714336,38.9793970643,,
V,54563,-77.0337869347,38.9597950045,,
V,54568,-76.987070512,38.8961267396,,
V,54572,-77.0448767964,38.9138135715,,
V,54576,-76.9762197282,38.8998231895,,
V,54577,-76.9984544161,38.8935935382,,
V,54581,-77.0005042779,38.9080964049,,
V,54583,-76.9999892557,38.9078729686,,
V,54584,-76.9608433244,38.8583597305,,
V,54587,-76.9311440331,38.8914683534,,
V,54590,-76.9311426255,38.8918914816,,
V,54591,-76.9321103494,38.8786591555,,
V,54606,-77.0116314214,38.9136938058,,
V,54608,-77.0116285778,38.9140916857,,
V,54609,-76.9641299897,38.853225083,,
V,54619,-76.9628307953,38.8520457254,,
V,54620,-77.0367451372,38.9074470387,,
V,54625,-77.0368703129,38.9073611599,,
V,54626,-77.0422349344,38.9118763562,,
V,54627,-77.0051566433,38.8775326092,,
V,54631,-77.0045446899,38.8775366473,,
V,54632,-77.0070370531,38.9365634568,,
V,54646,-77.0080429694,38.938852331,,
V,54647,-76.9967621518,38.879889282,,
V,54648,-77.013957857,38.973495346,,
V,54650,-77.0137411725,38.9737685745,,
V,54651,-76.9931248874,38.942234352,,
V,54662,-76.9939690762,38.942633445,,
V,54663,-76.9684192742,38.906684441,,
V,54671,-77.0862122131,38.945186613,,
V,54672,-77.0385058605,38.9051436416,,
V,54673,-77.0238003675,38.9667173129,,
V,54675,-77.024210391,38.9667175277,,
V,54676,-76.9825506208,38.9030333703,,
V,54750,-77.0661021002,38.9755360019,,
V,54773,-77.0658235129,38.9759090999,,
V,54775,-77.0161817802,38.8947548369,,
V,54779,-77.0787771905,38.9210493141,,
V,54798,-76.9781058741,38.9202363023,,
V,54805,-77.0146604593,38.9570767896,,
V,54811,-77.0220658489,38.9409035059,,
V,54813,-77.0032364956,38.9597834249,,
V,54816,-77.0765177018,38.9610263221,,
V,54817,-77.0766741859,38.9610260997,,
V,54818,-77.0259805946,38.8835948658,,
V,54819,-77.0259828697,38.8828954423,,
V,54820,-77.0259833409,38.8827809805,,
V,54821,-77.0259833757,38.8827557902,,
V,54822,-77.0259836578,38.8826463883,,
V,54823,-77.025983681,38.8826388674,,
V,54824,-77.0259841231,38.8824978315,,
V,54825,-77.0259848939,38.8822584835,,
V,54826,-77.0259857693,38.8819862779,,
V,54827,-77.0121537391,38.9312465405,,
V,54864,-77.0156360107,38.9310365611,,
V,54865,-77.0648455358,38.9346542966,,
V,54869,-77.0649177754,38.9354560857,,
V,54870,-76.9836581744,38.8784039119,,
V,54873,-76.9832464414,38.87840044,,
V,54874,-76.9321270914,38.8962325128,,
V,54895,-76.9319968538,38.8967596558,,
V,54909,-77.0698402979,38.9050331092,,
V,54910,-77.0598773052,38.9056906092,,
V,54918,-77.059173803,38.9056856606,,
V,54919,-76.9765757155,38.8973006383,,
V,54921,-77.0209790682,38.9322914726,,
V,54958,-77.020707439,38.9315618257,,
V,54959,-76.9781253275,38.8947856501,,
V,54963,-76.9772608917,38.894784314,,
V,54964,-77.0229273011,38.9620148515,,
V,54979,-77.0238735955,38.9623175917,,
V,54985,-76.9463572367,38.9056337008,,
V,54988,-76.9463570224,38.9061132321,,
V,54989,-77.0124846145,38.8824835245,,
V,55020,-77.0091904198,38.8817141906,,
V,55021,-77.0090566862,38.8816765629,,
V,55029,-77.0081404521,38.8814214114,,
V,55030,-77.0228686829,38.9661396485,,
V,55031,-77.0228596525,38.9658211749,,
V,55034,-76.9865055349,38.8587001078,,
V,55035,-76.9882506942,38.8326600212,,
V,55042,-76.9878079026,38.8323704438,,
V,55043,-77.0297035476,38.9210911796,,
V,55046,-77.0176914406,38.9537963308,,
V,55048,-77.0177004921,38.9540375737,,
V,55049,-77.0535582893,38.9706048146,,
V,55053,-77.0534921945,38.9710349236,,
V,55056,-76.9237277662,38.8921579308,,
V,55066,-76.9790097417,38.8712800981,,
V,55071,-76.926642095,38.9018419079,,
V,55073,-76.9960900915,38.8252735813,,
V,55074,-76.9914365701,38.9396647316,,
V,55077,-76.9908575039,38.9396644108,,
V,55078,-77.0694953215,38.9235823868,,
V,55107,-77.0515157327,38.9235372863,,
V,55114,-77.0522960628,38.9248776426,,
V,55115,-77.0208703443,38.9018044004,,
V,55123,-77.0677504069,38.9533124189,,
V,55145,-76.9635833964,38.8521511659,,
V,55146,-77.0014626098,38.9374828044,,
V,55147,-77.0011953782,38.936480976,,
V,55149,-77.0236077683,38.8819697874,,
V,55153,-77.0236197581,38.8815754951,,
V,55154,-77.0681675965,38.9386292343,,
V,55155,-76.9384745892,38.8961372324,,
V,55158,-76.9384815492,38.8964210002,,
V,55159,-77.0121592184,38.9121243642,,
V,55163,-77.0121599936,38.9126129765,,
V,55168,-77.0677545799,38.9496914296,,
V,55181,-77.0441889609,38.933741651,,
V,55185,-77.0832681868,38.9446115704,,
V,55220,-77.0983063362,38.9393791767,,
V,55223,-77.0249917909,38.9503315946,,
V,55224,-77.0350837538,38.963952932,,
V,55248,-77.0355697942,38.9645603912,,
V,55250,-77.0723588997,38.9164862284,,
V,55268,-76.9924353709,38.9275233176,,
V,55270,-76.9924369964,38.9280192085,,
V,55271,-77.0246635118,38.9049128673,,
V,55272,-77.0246681245,38.9043096817,,
V,55273,-77.0005807748,38.8985845902,,
V,55278,-77.0121022568,38.9533690567,,
V,55281,-76.9221191784,38.8867779193,,
V,55287,-76.9302775002,38.8997211503,,
V,55295,-77.0475254032,38.896656961,,
V,55296,-76.9916863146,38.9157452424,,
V,55322,-76.9883030354,38.8903822582,,
V,55324,-76.9882926984,38.8906048564,,
V,55325,-77.0171850892,38.9431896268,,
V,55331,-77.0172348335,38.9442582726,,
V,55334,-77.0637980992,38.9296497157,,
V,55341,-77.0882023354,38.9565050189,,
V,55347,-76.9906992159,38.938370994,,
V,55351,-76.9902366315,38.9387724561,,
V,55356,-77.0221733922,38.9217357309,,
V,55357,-77.0270465626,38.90375185,,
V,55362,-77.0161724061,38.9106073232,,
V,55365,-77.0161734466,38.9111283656,,
V,55366,-77.0106532027,38.8792931569,,
V,55372,-77.0417062222,38.9196667857,,
V,55381,-77.0443998824,38.9196714234,,
V,55382,-77.0090519696,38.9594538071,,
V,55391,-77.0090591484,38.9596533395,,
V,55392,-77.044171132,38.9099029537,,
V,55410,-77.0442379931,38.9096516801,,
V,55422,-77.05404302,38.9011590131,,
V,55424,-76.9784867244,38.8891945971,,
V,55427,-76.9777926157,38.8891955938,,
V,55436,-76.9994681973,38.9318382848,,
V,55441,-76.9987104102,38.9309001571,,
V,55458,-77.0505173028,38.9247948166,,
V,55459,-77.0731916242,38.9266093924,,
V,55461,-77.0725744925,38.9266071035,,
V,55474,-77.0862104007,38.9574278202,,
V,55475,-77.013661423,38.8859344579,,
V,55476,-77.0090457577,38.9223807848,,
V,55477,-76.9939129678,38.9392834756,,
V,55480,-77.012173564,38.9056526769,,
V,55493,-77.0035169584,38.8898160141,,
V,55500,-77.0542551764,38.903348564,,
V,55501,-76.9706404355,38.9356342608,,
V,55509,-76.971663353,38.9356332465,,
V,55513,-77.0658127056,38.9635519805,,
V,55514,-76.9386702378,38.8919001034,,
V,55517,-76.93867098,38.8922930136,,
V,55518,-77.0201096526,38.9760760628,,
V,55545,-76.9807676323,38.8853592095,,
V,55546,-77.0660762719,38.9068092129,,
V,55554,-77.0535815288,38.9256553296,,
V,55555,-77.0161692853,38.9583749307,,
V,55559,-77.0388142483,38.92010624,,
V,55568,-77.0388910389,38.9213587322,,
V,55584,-77.0666912628,38.9595178949,,
V,55590,-77.0752715553,38.9285600616,,
V,55591,-77.0820239208,38.9604681818,,
V,55594,-77.0820235244,38.9610260637,,
V,55598,-77.0121539138,38.8875714458,,
V,55605,-77.0137417218,38.8875681889,,
V,55606,-77.0550371943,38.9153564708,,
V,55607,-76.9874579003,38.8795434931,,
V,55611,-76.9865908792,38.8799037077,,
V,55612,-77.0056335475,38.8237547039,,
V,55657,-77.0021897712,38.8219727169,,
V,55658,-77.0788901769,38.9465118069,,
V,55671,-77.0790918427,38.9462860446,,
V,55672,-76.9818622423,38.8985014302,,
V,55675,-76.9817759374,38.898801062,,
V,55696,-76.9617128683,38.8759657018,,
V,55697,-77.0288317216,38.91700763,,
V,55699,-76.953611886,38.8943514013,,
V,55704,-76.9524009592,38.8954798048,,
V,55707,-76.9521870013,38.8956810871,,
V,55710,-76.9519000482,38.8959448244,,
V,55711,-76.9518221696,38.8960141545,,
V,55718,-76.9845703957,38.8898089558,,
V,55724,-77.0254915055,38.9707451112,,
V,55729,-77.0580524263,38.9728427589,,
V,55781,-77.085892635,38.9138672583,,
V,55782,-77.0239279768,38.9290375482,,
V,55794,-76.9416978178,38.9015878731,,
V,55798,-77.012069186,38.9539579246,,
V,55799,-76.9894172809,38.9482200814,,
V,55802,-76.9900456441,38.9482109859,,
V,55803,-77.0211520031,38.9430739404,,
V,55806,-77.0358482791,38.9075190998,,
V,55809,-77.0358752296,38.9080458536,,
V,55810,-76.9789976779,38.9250733523,,
V,55813,-76.9789975268,38.9255861485,,
V,55814,-76.997751495,38.9593251378,,
V,55827,-77.0220596055,38.9509534067,,
V,55828,-77.0082821019,38.9579032722,,
V,55843,-77.0076695476,38.9587342361,,
V,55844,-77.0250910489,38.977292886,,
V,55848,-77.025610178,38.9772918191,,
V,55852,-77.0855877078,38.9376698507,,
V,55853,-76.9788950155,38.9165761303,,
V,55875,-77.0327770862,38.9857428782,,
V,55879,-77.0334125955,38.985866036,,
V,55894,-77.079767071,38.9334395738,,
V,55895,-76.9834720576,38.8870560465,,
V,55900,-77.0020312204,38.9205176407,,
V,55904,-77.0020310309,38.9207695563,,
V,55905,-76.9869424049,38.8858345682,,
V,55920,-76.9859056888,38.8860883997,,
V,55933,-76.9774148823,38.9107945848,,
V,55942,-77.0173637133,38.904472703,,
V,55944,-77.0176701348,38.9050550307,,
V,55945,-76.9689694039,38.8733773826,,
V,55947,-76.9684012434,38.8733742744,,
V,55950,-76.9412048748,38.8781432263,,
V,55963,-76.9406779594,38.878231352,,
V,55964,-76.9899705081,38.863349328,,
V,55965,-76.9899199557,38.8632922046,,
V,55966,-77.0302700018,38.9562215744,,
V,55970,-77.0328633707,38.9562257516,,
V,55971,-77.017334182,38.9159167616,,
V,55977,-77.0174600735,38.9167587518,,
V,55978,-76.9736466635,38.9395663167,,
V,55979,-77.0487920766,38.9133590561,,
V,55982,-77.0487910765,38.9136099314,,
V,55983,-76.9984071638,38.9500532987,,
V,55987,-76.9980055855,38.9500536529,,
V,56000,-77.0273286141,38.9439605163,,
V,56003,-77.0526046136,38.9170113364,,
V,56004,-77.0000576841,38.9013317333,,
V,56010,-77.0845280157,38.9123883235,,
V,56011,-76.9772568362,38.8952117608,,
V,56013,-76.9772594456,38.8957048839,,
V,56019,-76.9817415393,38.8975118449,,
V,56024,-76.9799388254,38.8971931914,,
V,56025,-76.9419053143,38.8959137317,,
V,56029,-76.9398378804,38.8956451176,,
V,56030,-77.0501487778,38.9252461289,,
V,56046,-76.9892773956,38.8310703486,,
V,56049,-76.9889793324,38.830828041,,
V,56050,-77.0988375017,38.9505478804,,
V,56056,-76.9777748556,38.9096063153,,
V,56058,-76.9781253342,38.9096806648,,
V,56059,-77.0832166181,38.9302875522,,
V,56074,-77.0828362913,38.9301226184,,
V,56075,-77.0698670576,38.9676175461,,
V,56079,-77.0718968655,38.9676192039,,
V,56080,-77.0005806007,38.8935913849,,
V,56133,-77.0014362187,38.9429098229,,
V,56134,-77.025516596,38.9418803715,,
V,56138,-77.0259407346,38.9418743327,,
V,56148,-76.9678506015,38.8897988863,,
V,56149,-76.9677368373,38.8897990126,,
V,56156,-76.9626407789,38.8898035245,,
V,56166,-77.0121755199,38.8738638024,,
V,56169,-76.9831782974,38.9196651671,,
V,56223,-76.9857536789,38.8622514566,,
V,56226,-76.9854432756,38.8614082049,,
V,56227,-76.9840426261,38.927939468,,
V,56231,-76.984083507,38.9284321844,,
V,56232,-76.9881167177,38.9255893232,,
V,56239,-76.9881995736,38.9266582585,,
V,56240,-77.0116678109,38.9695720876,,
V,56322,-77.0137452827,38.9693520078,,
V,56323,-76.9473935681,38.8828369578,,
V,56340,-77.0214219276,38.9465992348,,
V,56353,-77.0363308355,38.9882145984,,
V,56357,-77.0267279133,38.9355005155,,
V,56359,-76.992095012,38.8935841651,,
V,56360,-77.0043852389,38.9130105133,,
V,56366,-77.0091821844,38.9170050826,,
V,56371,-77.0091795597,38.9181133778,,
V,56372,-77.0570118712,38.9004905908,,
V,56387,-77.0566068404,38.9006722472,,
V,56388,-76.9961763844,38.9265129469,,
V,56393,-76.9961793339,38.9274281919,,
V,56417,-77.0777687397,38.9635584336,,
V,56418,-77.0802875335,38.9635563089,,
V,56430,-77.0257791168,38.9402835266,,
V,56432,-77.0735799441,38.969179196,,
V,56444,-76.9399660954,38.8909732257,,
V,56445,-77.057224843,38.9125685167,,
V,56453,-77.0582503336,38.9125587313,,
V,56455,-76.9952816766,38.9407328804,,
V,56456,-77.0246404415,38.9181173745,,
V,56459,-77.0252096651,38.9181185346,,
V,56462,-77.0278831118,38.9551556923,,
V,56466,-77.0279571628,38.9556907139,,
V,56467,-76.9874196239,38.8856688382,,
V,56470,-77.0213983665,38.9484216458,,
V,56474,-77.0011266314,38.922043554,,
V,56476,-77.0011219431,38.9218208795,,
V,56491,-77.0606247005,38.9194491213,,
V,56494,-77.0608630457,38.9196226296,,
V,56497,-77.0136474497,38.956284074,,
V,56505,-77.0948721607,38.9528339928,,
V,56509,-76.927954568,38.8870485456,,
V,56549,-77.0229195236,38.9703472429,,
V,56552,-77.0224513907,38.9703480375,,
V,56553,-77.0345683493,38.9072513228,,
V,56556,-77.0270371604,38.9191910187,,
V,56560,-77.0085373078,38.9126000551,,
V,56563,-77.0084214521,38.9130032008,,
V,56564,-77.0710848873,38.9586703587,,
V,56573,-77.071239928,38.9590348023,,
V,56574,-77.0192260744,38.9425788172,,
V,56581,-77.0189465949,38.9426369663,,
V,56582,-76.9721682542,38.9331178328,,
V,56585,-76.9988123835,38.9605262921,,
V,56614,-76.990399209,38.8638133853,,
V,56633,-76.9910182371,38.8634364323,,
V,56634,-76.9835751866,38.9245155226,,
V,56637,-76.982777204,38.9245170844,,
V,56638,-77.0648102235,38.9737131881,,
V,56644,-77.0657459487,38.9750203912,,
V,56645,-77.0185747941,38.9741928419,,
V,56650,-77.0191092493,38.9741921927,,
V,56651,-76.9941601986,38.9345023336,,
V,56659,-76.9930052273,38.9354664288,,
V,56669,-76.933207722,38.902514514,,
V,56670,-76.9887885195,38.893583107,,
V,56675,-76.9888195838,38.8930400853,,
V,56681,-77.0224347945,38.9140962997,,
V,56683,-77.0229468896,38.9140966507,,
V,56684,-77.03733218,38.9347748733,,
V,56687,-77.0370536334,38.9352092522,,
V,56688,-77.067024363,38.9590665774,,
V,56700,-77.0675450481,38.959396091,,
V,56701,-76.9883701504,38.928711811,,
V,56707,-76.9884461068,38.9297020122,,
V,56708,-76.9322264775,38.8890016873,,
V,56715,-76.9299159591,38.8886977324,,
V,56717,-76.9796725011,38.8981195656,,
V,56724,-77.059426772,38.9216275592,,
V,56736,-77.0605260858,38.9219785883,,
V,56783,-77.0663909835,38.9381585593,,
V,56784,-76.9344435768,38.8741447251,,
V,56794,-76.9343678072,38.8748869811,,
V,56796,-77.0620434844,38.935716912,,
V,56800,-76.977498216,38.9341053666,,
V,56801,-76.9500622149,38.8972573887,,
V,56819,-76.9457821632,38.9006303741,,
V,56820,-76.993321548,38.8823190497,,
V,56821,-77.0787557564,38.9479098352,,
V,56822,-77.0139022973,38.9511986584,,
V,56825,-77.0139305288,38.9517682854,,
V,56826,-77.0814979887,38.9602273421,,
V,56829,-77.0811361383,38.960371449,,
V,56843,-77.0308985202,38.9111344076,,
V,56845,-77.0701001549,38.9596914993,,
V,56855,-77.0702535784,38.9600122815,,
V,56856,-77.0384816618,38.9155825459,,
V,56858,-77.0388577036,38.9155823026,,
V,56859,-76.9786322827,38.9194786192,,
V,56881,-77.0943939041,38.9540209105,,
V,56885,-77.09375991,38.9545166955,,
V,56886,-77.0457399425,38.9913346212,,
V,56891,-77.044852414,38.992085258,,
V,56895,-77.007738916,38.9576661641,,
V,56898,-77.0182418929,38.844731416,,
V,56935,-76.9912236932,38.8633254642,,
V,56938,-76.9907937005,38.862897274,,
V,57043,-77.0562927107,38.9797289705,,
V,57044,-77.0157061283,38.9723453469,,
V,57057,-77.0163038968,38.9723530121,,
V,57058,-76.9966297453,38.9049759969,,
V,57059,-76.9424981143,38.8901116828,,
V,57060,-76.94088785,38.8901061125,,
V,57061,-76.9996900825,38.8239297841,,
V,57096,-76.9985021109,38.8234425966,,
V,57101,-76.9599279844,38.8668773159,,
V,57111,-76.9693413986,38.8729437673,,
V,57117,-77.0058597454,38.9174001019,,
V,57121,-77.0285594427,38.9090442786,,
V,57128,-77.0285624521,38.9096510536,,
V,57129,-76.9984446283,38.9020556369,,
V,57132,-76.9989636345,38.9020646037,,
V,57133,-77.0163902318,38.8917904558,,
V,57134,-76.9687158776,38.8751090168,,
V,57135,-76.9684531169,38.8749855148,,
V,57136,-77.0547510336,38.9037443085,,
V,57143,-77.0552119442,38.9037394928,,
V,57144,-77.1060785084,38.9344024524,,
V,57148,-77.1061332218,38.9339666708,,
V,57149,-77.0967684373,38.9442481353,,
V,57155,-77.0967685708,38.9455362306,,
V,57170,-77.086213576,38.9471011235,,
V,57171,-77.0249205136,38.8920886536,,
V,57178,-77.0259927327,38.8920897216,,
V,57179,-76.9941376471,38.9492730459,,
V,57197,-77.0240865953,38.9472699434,,
V,57201,-77.0268570959,38.9446541342,,
V,57210,-77.0384983759,38.9072500938,,
V,57212,-77.0384981861,38.9075312107,,
V,57218,-76.9995076635,38.8920224873,,
V,57224,-76.9513334654,38.8630598485,,
V,57228,-76.9822490685,38.8570101713,,
V,57232,-77.0155389236,38.9688785645,,
V,57234,-76.9950045634,38.9529431471,,
V,57247,-76.9965130671,38.954260261,,
V,57261,-76.972701575,38.9239627369,,
V,57267,-77.0116725691,38.9103875863,,
V,57269,-77.0121649178,38.9103877354,,
V,57270,-77.0012991877,38.9187731073,,
V,57282,-77.0010876636,38.9188976778,,
V,57283,-77.0220658304,38.9652847736,,
V,57285,-77.0220664512,38.9649605857,,
V,57286,-76.9504168059,38.8632595951,,
V,57294,-76.9990989596,38.9620152017,,
V,57300,-77.0135412079,38.9181178182,,
V,57301,-77.006254719,38.8446724751,,
V,57361,-77.0072250388,38.8449988108,,
V,57362,-77.0339275417,38.8921008351,,
V,57376,-77.0348693348,38.8932723568,,
V,57378,-76.9544400583,38.8855250757,,
V,57383,-77.0211662313,38.9672945561,,
V,57385,-76.9909963219,38.8544819669,,
V,57386,-77.0332751632,38.9482683146,,
V,57389,-77.0332888767,38.9486528607,,
V,57393,-77.0760354418,38.9195656004,,
V,57394,-77.0302781239,38.9371475606,,
V,57397,-77.0313753119,38.9371407965,,
V,57398,-76.9861425809,38.8996392713,,
V,57407,-76.9343000412,38.9056613017,,
V,57423,-76.9184931114,38.8935556658,,
V,57426,-77.0837838408,38.9474838055,,
V,57427,-77.0270272201,38.9541062741,,
V,57430,-77.0270021349,38.9535496347,,
V,57431,-77.0296901317,38.9661411781,,
V,57442,-77.0328751555,38.966142216,,
V,57447,-77.016446143,38.9154929239,,
V,57497,-77.0689636723,38.9686452674,,
V,57518,-77.0886663432,38.9547102384,,
V,57520,-77.0886349894,38.9550642129,,
V,57521,-77.0271834572,38.9756104383,,
V,57524,-77.0271852796,38.9758496064,,
V,57525,-77.0862111054,38.9553599146,,
V,57527,-77.0862107135,38.9556559267,,
V,57528,-77.0600118732,38.9084818514,,
V,57534,-76.9849630491,38.8947892633,,
V,57536,-76.9849634813,38.8944514332,,
V,57538,-77.0049133795,38.8384933057,,
V,57548,-77.0284738308,38.9699306186,,
V,57549,-77.063240003,38.9623980357,,
V,57551,-77.0633517961,38.9623486545,,
V,57552,-77.0327370444,38.9318761168,,
V,57555,-77.0327352501,38.9324898533,,
V,57556,-76.9729158442,38.873154379,,
V,57567,-76.9597998854,38.8836454348,,
V,57572,-76.9393608545,38.8822401314,,
V,57575,-77.0831166048,38.9479103956,,
V,57579,-77.0837846211,38.947909041,,
V,57580,-77.0239699514,38.9126137628,,
V,57587,-77.0259920093,38.9126156726,,
V,57588,-77.0224488859,38.9623515384,,
V,57598,-77.0371507053,38.9461377194,,
V,57608,-76.9836502186,38.8935115994,,
V,57622,-77.0525716224,38.8946348716,,
V,57627,-77.0581115456,38.9052453458,,
V,57628,-76.9836458357,38.9435398926,,
V,57633,-76.9836447,38.9442385813,,
V,57635,-77.059334475,38.929021211,,
V,57641,-76.9721693041,38.9245175965,,
V,57648,-77.0426630411,38.9863136184,,
V,57694,-77.043562022,38.9879501689,,
V,57695,-76.9306654776,38.9064972597,,
V,57698,-76.9306639499,38.9067790513,,
V,57699,-77.0612093425,38.9063243119,,
V,57704,-77.0612192368,38.9068214765,,
V,57708,-77.0388889725,38.9184154418,,
V,57719,-77.085604704,38.9126742465,,
V,57737,-76.965104437,38.9239201042,,
V,57747,-77.0107595126,38.9079039121,,
V,57766,-76.9543661249,38.8921063785,,
V,57767,-77.0911506439,38.9521175132,,
V,57770,-77.0911514032,38.9515840987,,
V,57771,-77.0237152636,38.9352703077,,
V,57803,-77.0717050052,38.9565289478,,
V,57804,-76.9916064572,38.9220771542,,
V,57813,-77.0061977754,38.9170011414,,
V,57815,-77.0038888748,38.9162875559,,
V,57818,-77.0035108849,38.9162890481,,
V,57821,-77.0365077999,38.9148399916,,
V,57830,-76.9743272014,38.8662250433,,
V,57834,-77.0695669924,38.9077273001,,
V,57835,-76.9821353054,38.8988651343,,
V,57837,-76.9822240011,38.8985646395,,
V,57839,-77.024770383,38.9461831292,,
V,57840,-77.0885456343,38.9098832842,,
V,57845,-77.0892326039,38.9091768623,,
V,57854,-77.0363002064,38.930010577,,
V,57859,-76.9756664263,38.8902297007,,
V,57860,-77.0073850994,38.9165907924,,
V,57871,-76.9980045955,38.8842786782,,
V,57875,-76.9980144551,38.8847164397,,
V,57876,-77.0021946023,38.963773532,,
V,57878,-77.0765449966,38.920303247,,
V,57882,-77.052361611,38.9015586803,,
V,57896,-76.9933300765,38.9488974345,,
V,57907,-76.9871428939,38.8790762836,,
V,57923,-77.1004798811,38.9464989681,,
V,57943,-77.0219199814,38.9025289023,,
V,57944,-77.0058876646,38.835854954,,
V,57956,-77.0056557218,38.8357430258,,
V,57957,-76.9453800566,38.8828431783,,
V,57967,-77.026565448,38.983126614,,
V,57972,-77.0656990301,38.932550212,,
V,57979,-77.0280840699,38.9155811837,,
V,57998,-77.0027667882,38.9605191713,,
V,58009,-77.0260041048,38.8944516059,,
V,58010,-77.0250693886,38.9418896567,,
V,58014,-77.0170251571,38.9500366907,,
V,58015,-77.0259675156,38.9637783894,,
V,58027,-76.982218388,38.8853611509,,
V,58030,-77.0020335275,38.9072394833,,
V,58036,-77.0862019394,38.9590376361,,
V,58050,-77.0865577275,38.9601480026,,
V,58051,-77.0168789471,38.9383250133,,
V,58065,-77.016974591,38.9389092776,,
V,58066,-77.0678936559,38.9117280007,,
V,58070,-77.0683739165,38.9117156522,,
V,58073,-77.0262880082,38.9036962305,,
V,58076,-77.027081254,38.939747782,,
V,58079,-77.1119762041,38.9325782505,,
V,58100,-77.0243509902,38.9530041429,,
V,58101,-77.0488303335,38.9024116375,,
V,58103,-77.0488280163,38.9025337766,,
V,58106,-77.0488224831,38.9026567114,,
V,58132,-77.0089123863,38.9162903823,,
V,58137,-76.996264672,38.9367701739,,
V,58144,-76.997229642,38.939109173,,
V,58145,-77.021348274,38.9279566286,,
V,58150,-77.0226413521,38.9279173094,,
V,58151,-77.020956159,38.8817300902,,
V,58152,-77.0209558527,38.8812905445,,
V,58153,-76.9515725348,38.8959884247,,
V,58185,-77.0178537127,38.9463868086,,
V,58196,-77.0322051143,38.932489473,,
V,58197,-77.0176253497,38.942105864,,
V,58198,-77.0514279282,38.9007029805,,
V,58205,-77.0514254584,38.9011249608,,
V,58206,-77.0388490192,38.948582198,,
V,58217,-77.0394425634,38.9490250264,,
V,58223,-77.017224282,38.9550132166,,
V,58224,-76.9306676495,38.9060768524,,
V,58232,-77.0611866482,38.9051982628,,
V,58237,-77.061192831,38.9056673267,,
V,58238,-76.9808637886,38.9039935055,,
V,58244,-77.0246082956,38.9672955989,,
V,58245,-77.0246081867,38.9669780982,,
V,58249,-77.0764170482,38.9266737647,,
V,58253,-76.9205307102,38.8989563156,,
V,58254,-76.9651661192,38.9298592906,,
V,58263,-77.0249742046,38.9546720373,,
V,58271,-77.0340043698,38.970351301,,
V,58274,-77.0340005643,38.9699334661,,
V,58284,-76.9929721271,38.9304690822,,
V,58285,-76.9792358403,38.9341070963,,
V,58287,-76.9901626113,38.8580279728,,
V,58288,-76.9901499453,38.8584745205,,
V,58289,-76.938183351,38.8710354425,,
V,58294,-76.9855100464,38.8967301745,,
V,58296,-76.9855087763,38.897006815,,
V,58301,-77.0729316483,38.959032256,,
V,58305,-76.9944491959,38.9394497053,,
V,58307,-76.9943283166,38.939412225,,
V,58308,-77.0161012886,38.8461393612,,
V,58311,-76.9861407019,38.9033776101,,
V,58315,-76.9858235557,38.9038377949,,
V,58317,-76.9836464266,38.8954710993,,
V,58318,-76.9614539213,38.8836386055,,
V,58323,-76.9565874387,38.8935689969,,
V,58329,-76.956579212,38.8947752147,,
V,58330,-77.0606001702,38.9302884619,,
V,58426,-77.0122744347,38.8811963408,,
V,58433,-77.0112807037,38.8814270879,,
V,58434,-76.9859126954,38.8641157978,,
V,58473,-76.9852876655,38.8627370522,,
V,58474,-77.0231593835,38.9818722911,,
V,58476,-77.0234636873,38.9816311266,,
V,58477,-76.9965146562,38.8480654333,,
V,58480,-76.9960080179,38.8480526549,,
V,58483,-76.9934106835,38.9506531708,,
V,58492,-77.0184194246,38.9085782696,,
V,58495,-77.0189274015,38.9085786805,,
V,58496,-76.9518642699,38.8957595599,,
